Record;[0]\[3];[3]\[0]
111004;CaveGRoomDoorB01 [STAT:0001B19C];Dungeons\Caves\Green\SmallRoom\CaveGRoomDoorB01.nif
111005;CaveGRoomDoorB02 [STAT:0001B19D];Dungeons\Caves\Green\SmallRoom\CaveGRoomDoorB02.nif
111006;CaveGRoomDoorB03 [STAT:0001B19E];Dungeons\Caves\Green\SmallRoom\CaveGRoomDoorB03.nif
111007;CaveGRoomDoorB04 [STAT:0001B19F];Dungeons\Caves\Green\SmallRoom\CaveGRoomDoorB04.nif
111008;CaveGRoomInCorner01 [STAT:0001B1A0];Dungeons\Caves\Green\SmallRoom\CaveGRoomInCorner01.nif
111009;CaveGRoomInCorner02 [STAT:0001B1A1];Dungeons\Caves\Green\SmallRoom\CaveGRoomInCorner02.nif
111010;CaveGRoomInCorner03 [STAT:0001B1A2];Dungeons\Caves\Green\SmallRoom\CaveGRoomInCorner03.nif
111011;CaveGRoomInCorner04 [STAT:0001B1A3];Dungeons\Caves\Green\SmallRoom\CaveGRoomInCorner04.nif
111012;CaveGRoomMid01 [STAT:0001B1A4];Dungeons\Caves\Green\SmallRoom\CaveGRoomMid01.nif
111013;CaveGRoomWall01 [STAT:0001B1A5];Dungeons\Caves\Green\SmallRoom\CaveGRoomWall01.nif
111014;CaveGRoomWall02 [STAT:0001B1A6];Dungeons\Caves\Green\SmallRoom\CaveGRoomWall02.nif
111015;CaveGRoomWall03 [STAT:0001B1A7];Dungeons\Caves\Green\SmallRoom\CaveGRoomWall03.nif
111016;CaveGRoomWall04 [STAT:0001B1A8];Dungeons\Caves\Green\SmallRoom\CaveGRoomWall04.nif
111017;CaveGRoomCorner01 [STAT:0001B1A9];Dungeons\Caves\Green\SmallRoom\CaveGRoomCorner01.nif
111018;CaveGRoomCorner02 [STAT:0001B1AA];Dungeons\Caves\Green\SmallRoom\CaveGRoomCorner02.nif
111019;CaveGRoomCorner03 [STAT:0001B1AB];Dungeons\Caves\Green\SmallRoom\CaveGRoomCorner03.nif
111020;CaveGRoomCorner04 [STAT:0001B1AC];Dungeons\Caves\Green\SmallRoom\CaveGRoomCorner04.nif
111021;CaveGRoomDoor01 [STAT:0001B1AD];Dungeons\Caves\Green\SmallRoom\CaveGRoomDoor01.nif
111022;CaveGRoomDoor02 [STAT:0001B1AE];Dungeons\Caves\Green\SmallRoom\CaveGRoomDoor02.nif
111024;NorTmpHallBg1waySEndL01 [STAT:0001B1B0];Dungeons\Nordic\Temple\BgHalls\NorTmpHallBg1waySEndL01.nif
111025;NorTmpHallBg1waySEndR01 [STAT:0001B1B1];Dungeons\Nordic\Temple\BgHalls\NorTmpHallBg1waySEndR01.nif
111026;NorTmpHallBg1waySL2R01 [STAT:0001B1B2];Dungeons\Nordic\Temple\BgHalls\NorTmpHallBg1waySL2R01.nif
111027;NorTmpHallBg1waySR2L01 [STAT:0001B1B3];Dungeons\Nordic\Temple\BgHalls\NorTmpHallBg1waySR2L01.nif
111028;NorTmpHallBg1wayStairsDown01 [STAT:0001B1B4];Dungeons\Nordic\Temple\BgHalls\NorTmpHallBg1wayStairsDown01.nif
111029;NorTmpHallBg1wayStairsUp01 [STAT:0001B1B5];Dungeons\Nordic\Temple\BgHalls\NorTmpHallBg1wayStairsUp01.nif
111030;NorTmpHallBg1wayS01 [STAT:0001B1B6];Dungeons\Nordic\Temple\BgHalls\NorTmpHallBg1wayS01.nif
111632;RuinsWallSconce [STAT:0001B410];Clutter\Ruins\RuinWallSconce01.nif
111655;RuinsWallSconceShadow [STAT:0001B427];Clutter\Ruins\RuinWallSconce01Skirt.nif
112499;CaveGShaftStraight01 [STAT:0001B773];Dungeons\Caves\Green\Shafts\CaveGShaftStraight01.nif
112507;CaveGShaftTop01 [STAT:0001B77B];Dungeons\Caves\Green\Shafts\CaveGShaftTop01.nif
112508;CaveGShaftBottom01 [STAT:0001B77C];Dungeons\Caves\Green\Shafts\CaveGShaftBottom01.nif
112511;CaveGShaftWall03 [STAT:0001B77F];Dungeons\Caves\Green\Shafts\CaveGShaftWall03.nif
112512;CaveGShaftWall04 [STAT:0001B780];Dungeons\Caves\Green\Shafts\CaveGShaftWall04.nif
112513;CaveGShaftWall01 [STAT:0001B781];Dungeons\Caves\Green\Shafts\CaveGShaftWall01.nif
112514;CaveGShaftWall02 [STAT:0001B782];Dungeons\Caves\Green\Shafts\CaveGShaftWall02.nif
112523;CaveGShaftDoorL02 [STAT:0001B78B];Dungeons\Caves\Green\Shafts\CaveGShaftDoorL02.nif
112524;CaveGShaftDoorL01 [STAT:0001B78C];Dungeons\Caves\Green\Shafts\CaveGShaftDoorL01.nif
113858;BlacksmithAnvilStatic [STAT:0001BCC2];Clutter\Blacksmith\BlacksmithAnvil01.nif
113859;BlacksmithWorkbench01 [STAT:0001BCC3];Clutter\Blacksmith\BlacksmithWorkbench01.nif
113860;BlacksmithSharpeningWheel01 [STAT:0001BCC4];Clutter\Blacksmith\BlacksmithSharpeningWheelStatic.nif
114183;NorPitWallSideToRmBgSideL01 [STAT:0001BE07];Dungeons\Nordic\Pits\NorPitWallSideToRmBgSideL01.nif
114184;NorPitWallSideStairs02 [STAT:0001BE08];Dungeons\Nordic\Pits\NorPitWallSideStairs02.nif
114185;NorPitWallFrontStairs02 [STAT:0001BE09];Dungeons\Nordic\Pits\NorPitWallFrontStairs02.nif
114186;NorPitWallFrontToRmBgFrontR01 [STAT:0001BE0A];Dungeons\Nordic\Pits\NorPitWallFrontToRmBgFrontR01.nif
114187;NorPitWallFrontToRmBgFrontL01 [STAT:0001BE0B];Dungeons\Nordic\Pits\NorPitWallFrontToRmBgFrontL01.nif
114188;NorPitWallSideToRmBgSideR01 [STAT:0001BE0C];Dungeons\Nordic\Pits\NorPitWallSideToRmBgSideR01.nif
114646;CaveGShaftDoorLB02 [STAT:0001BFD6];Dungeons\Caves\Green\Shafts\CaveGShaftDoorLB02.nif
114647;CaveGShaftDoorLB03 [STAT:0001BFD7];Dungeons\Caves\Green\Shafts\CaveGShaftDoorLB03.nif
114648;CaveGShaftDoorLB04 [STAT:0001BFD8];Dungeons\Caves\Green\Shafts\CaveGShaftDoorLB04.nif
114649;CaveGShaftDoor01 [STAT:0001BFD9];Dungeons\Caves\Green\Shafts\CaveGShaftDoor01.nif
114650;CaveGShaftDoor02 [STAT:0001BFDA];Dungeons\Caves\Green\Shafts\CaveGShaftDoor02.nif
114651;CaveGShaftDoor03 [STAT:0001BFDB];Dungeons\Caves\Green\Shafts\CaveGShaftDoor03.nif
114652;CaveGShaftDoorL03 [STAT:0001BFDC];Dungeons\Caves\Green\Shafts\CaveGShaftDoorL03.nif
114653;CaveGShaftDoorL04 [STAT:0001BFDD];Dungeons\Caves\Green\Shafts\CaveGShaftDoorL04.nif
114654;CaveGShaftDoorLB01 [STAT:0001BFDE];Dungeons\Caves\Green\Shafts\CaveGShaftDoorLB01.nif
115048;CaveGShaftDoorB01 [STAT:0001C168];Dungeons\Caves\Green\Shafts\CaveGShaftDoorB01.nif
115049;CaveGShaftDoorB02 [STAT:0001C169];Dungeons\Caves\Green\Shafts\CaveGShaftDoorB02.nif
115050;CaveGShaftDoorB03 [STAT:0001C16A];Dungeons\Caves\Green\Shafts\CaveGShaftDoorB03.nif
115051;CaveGShaftDoorB04 [STAT:0001C16B];Dungeons\Caves\Green\Shafts\CaveGShaftDoorB04.nif
115052;CaveGShaftDoor04 [STAT:0001C16C];Dungeons\Caves\Green\Shafts\CaveGShaftDoor04.nif
115197;1stPersonDragonPriestDagger [STAT:0001C1FD];Weapons\DragonPriest\DragonPriestDagger.nif
115200;1stPersonDragonPriestStaff [STAT:0001C200];Weapons\DragonPriest\DragonPriestStaff.nif
115345;CaveGBalconyMid01 [STAT:0001C291];Dungeons\Caves\Green\Balcony\CaveGBalconyMid01.nif
115346;CaveGBalconyStraight01 [STAT:0001C292];Dungeons\Caves\Green\Balcony\CaveGBalconyStraight01.nif
115347;CaveGBalconyStraight02 [STAT:0001C293];Dungeons\Caves\Green\Balcony\CaveGBalconyStraight02.nif
115348;CaveGBalconyStraight03 [STAT:0001C294];Dungeons\Caves\Green\Balcony\CaveGBalconyStraight03.nif
115349;CaveGBalconyStraight04 [STAT:0001C295];Dungeons\Caves\Green\Balcony\CaveGBalconyStraight04.nif
115350;CaveGBalconyCorner01 [STAT:0001C296];Dungeons\Caves\Green\Balcony\CaveGBalconyCorner01.nif
115351;CaveGBalconyCorner02 [STAT:0001C297];Dungeons\Caves\Green\Balcony\CaveGBalconyCorner02.nif
115417;NorBridge1wayEndCapFree01 [STAT:0001C2D9];Dungeons\Nordic\Bridges\NorBridge1wayEndCapFree01.nif
115418;NorBridge1way01x256 [STAT:0001C2DA];Dungeons\Nordic\Bridges\NorBridge1way01x256.nif
115419;NorBridge1way01x512 [STAT:0001C2DB];Dungeons\Nordic\Bridges\NorBridge1way01x512.nif
115420;NorBridgeRmBgWallSideExSm02 [STAT:0001C2DC];Dungeons\Nordic\Bridges\NorBridgeRmBgWallSideExSm02.nif
115421;NorBridgeMid1way02 [STAT:0001C2DD];Dungeons\Nordic\Bridges\NorBridgeMid1way02.nif
115422;NorBridge1way02x256 [STAT:0001C2DE];Dungeons\Nordic\Bridges\NorBridge1way02x256.nif
115423;NorBridgePitWallSide02 [STAT:0001C2DF];Dungeons\Nordic\Bridges\NorBridgePitWallSide02.nif
115424;NorBridge1wayEndCap02 [STAT:0001C2E0];Dungeons\Nordic\Bridges\NorBridge1wayEndCap02.nif
115425;NorBridgePitWallFront02 [STAT:0001C2E1];Dungeons\Nordic\Bridges\NorBridgePitWallFront02.nif
115426;NorBridgeRmBgWallFrontExSm02 [STAT:0001C2E2];Dungeons\Nordic\Bridges\NorBridgeRmBgWallFrontExSm02.nif
115430;NorBridge1wayEndCap01 [STAT:0001C2E6];Dungeons\Nordic\Bridges\NorBridge1wayEndCap01.nif
115431;NorBridge1waySup02x256 [STAT:0001C2E7];Dungeons\Nordic\Bridges\NorBridge1waySup02x256.nif
115432;NorBridgeMid01 [STAT:0001C2E8];Dungeons\Nordic\Bridges\NorBridgeMid01.nif
115433;NorBridgeMid1way01 [STAT:0001C2E9];Dungeons\Nordic\Bridges\NorBridgeMid1way01.nif
115434;NorBridgeMid02 [STAT:0001C2EA];Dungeons\Nordic\Bridges\NorBridgeMid02.nif
115435;NorBridgeMid03 [STAT:0001C2EB];Dungeons\Nordic\Bridges\NorBridgeMid03.nif
115436;NorBridgePitWallFront01 [STAT:0001C2EC];Dungeons\Nordic\Bridges\NorBridgePitWallFront01.nif
115437;NorBridgePitWallSide01 [STAT:0001C2ED];Dungeons\Nordic\Bridges\NorBridgePitWallSide01.nif
115438;NorBridgeRmBgWallFrontExSm01 [STAT:0001C2EE];Dungeons\Nordic\Bridges\NorBridgeRmBgWallFrontExSm01.nif
115439;NorBridgeRmBgWallSideExSm01 [STAT:0001C2EF];Dungeons\Nordic\Bridges\NorBridgeRmBgWallSideExSm01.nif
115443;NorRmBgMid01 [STAT:0001C2F3];Dungeons\Nordic\BgRooms\NorRmBgMid01.nif
115589;NorBridgeMid04 [STAT:0001C385];Dungeons\Nordic\Bridges\NorBridgeMid04.nif
115602;NorBridgePitWallSide01ExSm02 [STAT:0001C392];Dungeons\Nordic\Bridges\NorBridgePitWallSide01ExSm02.nif
115603;NorBridgePitWallSide02ExSm02 [STAT:0001C393];Dungeons\Nordic\Bridges\NorBridgePitWallSide02ExSm02.nif
115604;NorBridgePitWallFront02ExSm02 [STAT:0001C394];Dungeons\Nordic\Bridges\NorBridgePitWallFront02ExSm02.nif
115605;NorBridgePitWallFront01ExSm02 [STAT:0001C395];Dungeons\Nordic\Bridges\NorBridgePitWallFront01ExSm02.nif
115759;RoadStraight01 [STAT:0001C42F];Landscape\Roads\RoadStraight01.nif
115763;RoadStraightLong01 [STAT:0001C433];Landscape\Roads\RoadStraightLong01.nif
115765;RoadStraight02 [STAT:0001C435];Landscape\Roads\RoadStraight02.nif
115886;CaveGBalconyCurve03 [STAT:0001C4AE];Dungeons\Caves\Green\Balcony\CaveGBalconyCurve03.nif
115887;CaveGBalconyCurve04 [STAT:0001C4AF];Dungeons\Caves\Green\Balcony\CaveGBalconyCurve04.nif
115888;CaveGBalconyICorner01 [STAT:0001C4B0];Dungeons\Caves\Green\Balcony\CaveGBalconyICorner01.nif
115889;CaveGBalconyICorner02 [STAT:0001C4B1];Dungeons\Caves\Green\Balcony\CaveGBalconyICorner02.nif
115890;CaveGBalconyICorner03 [STAT:0001C4B2];Dungeons\Caves\Green\Balcony\CaveGBalconyICorner03.nif
115891;CaveGBalconyICorner04 [STAT:0001C4B3];Dungeons\Caves\Green\Balcony\CaveGBalconyICorner04.nif
115892;CaveGBalconyMid02 [STAT:0001C4B4];Dungeons\Caves\Green\Balcony\CaveGBalconyMid02.nif
115893;CaveGBalconyCorner03 [STAT:0001C4B5];Dungeons\Caves\Green\Balcony\CaveGBalconyCorner03.nif
115894;CaveGBalconyCorner04 [STAT:0001C4B6];Dungeons\Caves\Green\Balcony\CaveGBalconyCorner04.nif
115895;CaveGBalconyCurve01 [STAT:0001C4B7];Dungeons\Caves\Green\Balcony\CaveGBalconyCurve01.nif
115896;CaveGBalconyCurve02 [STAT:0001C4B8];Dungeons\Caves\Green\Balcony\CaveGBalconyCurve02.nif
115955;1stPersonSteelWarhammer [STAT:0001C4F3];Weapons\Steel\1stPersonSteelWarhammer.nif
116078;FarmWall01 [STAT:0001C56E];Architecture\Farmhouse\FarmWall01.nif
116080;Walkway01 [STAT:0001C570];Architecture\Farmhouse\Walkway\Walkway01.nif
116081;Walkway02 [STAT:0001C571];Architecture\Farmhouse\Walkway\Walkway02.nif
116268;NorBridgeRmBgWallSide02ExSm02 [STAT:0001C62C];Dungeons\Nordic\Bridges\NorBridgeRmBgWallSide02ExSm02.nif
116269;NorBridgeRmBgWallFront02ExSm02 [STAT:0001C62D];Dungeons\Nordic\Bridges\NorBridgeRmBgWallFront02ExSm02.nif
116576;CaveGLWallStraight01 [STAT:0001C760];Dungeons\Caves\Green\LargeWall\CaveGLWallStraight01.nif
116582;CaveGLWallDoorL01 [STAT:0001C766];Dungeons\Caves\Green\LargeWall\CaveGLWallDoorL01.nif
116583;CaveGLWallDoorLB01 [STAT:0001C767];Dungeons\Caves\Green\LargeWall\CaveGLWallDoorLB01.nif
116584;CaveGLWallInCorner01 [STAT:0001C768];Dungeons\Caves\Green\LargeWall\CaveGLWallInCorner01.nif
116585;CaveGLWallInCorner02 [STAT:0001C769];Dungeons\Caves\Green\LargeWall\CaveGLWallInCorner02.nif
116586;CaveGLWallStraight02 [STAT:0001C76A];Dungeons\Caves\Green\LargeWall\CaveGLWallStraight02.nif
116587;CaveGLWallCorner01 [STAT:0001C76B];Dungeons\Caves\Green\LargeWall\CaveGLWallCorner01.nif
116588;CaveGLWallCorner02 [STAT:0001C76C];Dungeons\Caves\Green\LargeWall\CaveGLWallCorner02.nif
116589;CaveGLWallDoor01 [STAT:0001C76D];Dungeons\Caves\Green\LargeWall\CaveGLWallDoor01.nif
116654;CaveGLWallDoorB01 [STAT:0001C7AE];Dungeons\Caves\Green\LargeWall\CaveGLWallDoorB01.nif
117194;CaveGWallInCorner01 [STAT:0001C9CA];Dungeons\Caves\Green\SmallWall\CaveGWallInCorner01.nif
117195;CaveGWallInCorner02 [STAT:0001C9CB];Dungeons\Caves\Green\SmallWall\CaveGWallInCorner02.nif
117196;CaveGWallStraight01 [STAT:0001C9CC];Dungeons\Caves\Green\SmallWall\CaveGWallStraight01.nif
117197;CaveGWallStraight02 [STAT:0001C9CD];Dungeons\Caves\Green\SmallWall\CaveGWallStraight02.nif
117198;CaveGWallCorner01 [STAT:0001C9CE];Dungeons\Caves\Green\SmallWall\CaveGWallCorner01.nif
117199;CaveGWallCorner02 [STAT:0001C9CF];Dungeons\Caves\Green\SmallWall\CaveGWallCorner02.nif
117200;CaveGWallDoor01 [STAT:0001C9D0];Dungeons\Caves\Green\SmallWall\CaveGWallDoor01.nif
117201;CaveGWallDoorB01 [STAT:0001C9D1];Dungeons\Caves\Green\SmallWall\CaveGWallDoorB01.nif
118053;WRHouse02 [STAT:0001CD25];Architecture\WhiteRun\WRBuildings\WRHouse02.nif
118119;CaveGPillar02 [STAT:0001CD67];Dungeons\Caves\Green\Pillars\CaveGPillar02.nif
118120;CaveGPillar03 [STAT:0001CD68];Dungeons\Caves\Green\Pillars\CaveGPillar03.nif
118121;CaveGPillar04 [STAT:0001CD69];Dungeons\Caves\Green\Pillars\CaveGPillar04.nif
118122;CaveGPillar05 [STAT:0001CD6A];Dungeons\Caves\Green\Pillars\CaveGPillar05.nif
118123;CaveGPillar06 [STAT:0001CD6B];Dungeons\Caves\Green\Pillars\CaveGPillar06.nif
118124;CaveGLPillar01 [STAT:0001CD6C];Dungeons\Caves\Green\Pillars\CaveGLPillar01.nif
118125;CaveGLPillar02 [STAT:0001CD6D];Dungeons\Caves\Green\Pillars\CaveGLPillar02.nif
118126;CaveGLPillar03 [STAT:0001CD6E];Dungeons\Caves\Green\Pillars\CaveGLPillar03.nif
118127;CaveGLPillar04 [STAT:0001CD6F];Dungeons\Caves\Green\Pillars\CaveGLPillar04.nif
118128;CaveGLPillar05 [STAT:0001CD70];Dungeons\Caves\Green\Pillars\CaveGLPillar05.nif
118129;CaveGLPillar06 [STAT:0001CD71];Dungeons\Caves\Green\Pillars\CaveGLPillar06.nif
118130;CaveGPillar01 [STAT:0001CD72];Dungeons\Caves\Green\Pillars\CaveGPillar01.nif
118150;RoadSCurveRamp01 [STAT:0001CD86];Landscape\Roads\RoadSCurveRamp01.nif
118151;Road3way01 [STAT:0001CD87];Landscape\Roads\Road3way01.nif
118248;CaveGCliffs03NS [STAT:0001CDE8];Dungeons\Caves\Green\Cliffs\CaveGCliffs03NS.nif
118249;CaveGCliffsCornerIn01 [STAT:0001CDE9];Dungeons\Caves\Green\Cliffs\CaveGCliffsCornerIn01.nif
118250;CaveGCliffsCornerIn01NS [STAT:0001CDEA];Dungeons\Caves\Green\Cliffs\CaveGCliffsCornerIn01NS.nif
118251;CaveGCliffsCornerOut01 [STAT:0001CDEB];Dungeons\Caves\Green\Cliffs\CaveGCliffsCornerOut01.nif
118252;CaveGCliffsCornerOut01NS [STAT:0001CDEC];Dungeons\Caves\Green\Cliffs\CaveGCliffsCornerOut01NS.nif
118253;CaveGCliffsIsland01 [STAT:0001CDED];Dungeons\Caves\Green\Cliffs\CaveGCliffsIsland01.nif
118254;CaveGCliffsIsland01NS [STAT:0001CDEE];Dungeons\Caves\Green\Cliffs\CaveGCliffsIsland01NS.nif
118255;CaveGCliffs01 [STAT:0001CDEF];Dungeons\Caves\Green\Cliffs\CaveGCliffs01.nif
118256;CaveGCliffs02 [STAT:0001CDF0];Dungeons\Caves\Green\Cliffs\CaveGCliffs02.nif
118257;CaveGCliffs03 [STAT:0001CDF1];Dungeons\Caves\Green\Cliffs\CaveGCliffs03.nif
118267;CaveGFloor01 [STAT:0001CDFB];Dungeons\Caves\Green\LargeWall\CaveGFloor01.nif
118268;CaveGCeiling01 [STAT:0001CDFC];Dungeons\Caves\Green\LargeWall\CaveGCeiling01.nif
118687;RockCliff01 [STAT:0001CF9F];Landscape\Rocks\RockCliff01.nif
119955;NorRmSmFloorRaised01 [STAT:0001D493];Dungeons\Nordic\SmRooms\NorRmSmFloorRaised01.nif
119973;NorRmSmFloorRaised02 [STAT:0001D4A5];Dungeons\Nordic\SmRooms\NorRmSmFloorRaised02.nif
119978;NorPlatCorIn01 [STAT:0001D4AA];Dungeons\Nordic\Platforms\NorPlatCorIn01.nif
119979;NorPlatCorOut01 [STAT:0001D4AB];Dungeons\Nordic\Platforms\NorPlatCorOut01.nif
119980;NorPlatMid01 [STAT:0001D4AC];Dungeons\Nordic\Platforms\NorPlatMid01.nif
119981;NorPlatWall01 [STAT:0001D4AD];Dungeons\Nordic\Platforms\NorPlatWall01.nif
119982;NorPlatWallStair01 [STAT:0001D4AE];Dungeons\Nordic\Platforms\NorPlatWallStair01.nif
119983;NorBridgePitWallFront03 [STAT:0001D4AF];Dungeons\Nordic\Bridges\NorBridgePitWallFront03.nif
119984;NorBridgePitWallSide03 [STAT:0001D4B0];Dungeons\Nordic\Bridges\NorBridgePitWallSide03.nif
121429;RoadSCurveR01 [STAT:0001DA55];Landscape\Roads\RoadSCurveR01.nif
121430;RoadStrToCurveRampL01 [STAT:0001DA56];Landscape\Roads\RoadStrToCurveRampL01.nif
121432;NorHallExSmPortcullis01 [STAT:0001DA58];Dungeons\Nordic\BgHalls\NorHallExSmPortcullis01.nif
123321;RoadStraightLongRamp01 [STAT:0001E1B9];Landscape\Roads\RoadStraightLongRamp01.nif
123323;NorSec2way01 [STAT:0001E1BB];Dungeons\Nordic\SecretPass\NorSec2way01.nif
123324;NorSec1wayShiftL01 [STAT:0001E1BC];Dungeons\Nordic\SecretPass\NorSec1wayShiftL01.nif
123325;NorSec1wayShiftR01 [STAT:0001E1BD];Dungeons\Nordic\SecretPass\NorSec1wayShiftR01.nif
123326;NorSec1wayRamp384 [STAT:0001E1BE];Dungeons\Nordic\SecretPass\NorSec1wayRamp384.nif
123327;NorSec1way01 [STAT:0001E1BF];Dungeons\Nordic\SecretPass\NorSec1way01.nif
123328;NorSecRmSmWallSideExSm01 [STAT:0001E1C0];Dungeons\Nordic\SecretPass\NorSecRmSmWallSideExSm01.nif
123329;NorSecRmSmWallFrontExSm01 [STAT:0001E1C1];Dungeons\Nordic\SecretPass\NorSecRmSmWallFrontExSm01.nif
123344;NorSec1way02 [STAT:0001E1D0];Dungeons\Nordic\SecretPass\NorSec1way02.nif
123345;NorSec2way02 [STAT:0001E1D1];Dungeons\Nordic\SecretPass\NorSec2way02.nif
123355;NorRmBgMidCeilingOnlyLow01 [STAT:0001E1DB];Dungeons\Nordic\BgRooms\NorRmBgMidCeilingOnlyLow01.nif
123356;NorRmBgMidFloorOnly01 [STAT:0001E1DC];Dungeons\Nordic\BgRooms\NorRmBgMidFloorOnly01.nif
125244;RoadStraightLongRamp02 [STAT:0001E93C];Landscape\Roads\RoadStraightLongRamp02.nif
125246;RoadCurveLong45R01 [STAT:0001E93E];Landscape\Roads\RoadCurveLong45R01.nif
125991;CaveGLHall1Way128Short01 [STAT:0001EC27];Dungeons\Caves\Green\LargeHall\CaveGLHall1Way128Short01.nif
125992;CaveGLHall1Way64Short01 [STAT:0001EC28];Dungeons\Caves\Green\LargeHall\CaveGLHall1Way64Short01.nif
125993;CaveGLHallDoorB01 [STAT:0001EC29];Dungeons\Caves\Green\LargeHall\CaveGLHallDoorB01.nif
125994;CaveGLHallDoorBB01 [STAT:0001EC2A];Dungeons\Caves\Green\LargeHall\CaveGLHallDoorBB01.nif
125995;CaveGLHallDoorL01 [STAT:0001EC2B];Dungeons\Caves\Green\LargeHall\CaveGLHallDoorL01.nif
125996;CaveGLHallDoorLB01 [STAT:0001EC2C];Dungeons\Caves\Green\LargeHall\CaveGLHallDoorLB01.nif
125997;CaveGLHallDoorR01 [STAT:0001EC2D];Dungeons\Caves\Green\LargeHall\CaveGLHallDoorR01.nif
125998;CaveGLHallDoorRB01 [STAT:0001EC2E];Dungeons\Caves\Green\LargeHall\CaveGLHallDoorRB01.nif
125999;CaveGLHall1Way128D01 [STAT:0001EC2F];Dungeons\Caves\Green\LargeHall\CaveGLHall1Way128D01.nif
126000;CaveGLHall1Way128L01 [STAT:0001EC30];Dungeons\Caves\Green\LargeHall\CaveGLHall1Way128L01.nif
126001;CaveGLHall1Way128R01 [STAT:0001EC31];Dungeons\Caves\Green\LargeHall\CaveGLHall1Way128R01.nif
126002;CaveGLHall1Way128U01 [STAT:0001EC32];Dungeons\Caves\Green\LargeHall\CaveGLHall1Way128U01.nif
126003;CaveGLHall1Way256Short01 [STAT:0001EC33];Dungeons\Caves\Green\LargeHall\CaveGLHall1Way256Short01.nif
126004;CaveGLHall1Way64D01 [STAT:0001EC34];Dungeons\Caves\Green\LargeHall\CaveGLHall1Way64D01.nif
126005;CaveGLHall1Way64L01 [STAT:0001EC35];Dungeons\Caves\Green\LargeHall\CaveGLHall1Way64L01.nif
126006;CaveGLHall1Way64R01 [STAT:0001EC36];Dungeons\Caves\Green\LargeHall\CaveGLHall1Way64R01.nif
126007;CaveGLHall1Way64U01 [STAT:0001EC37];Dungeons\Caves\Green\LargeHall\CaveGLHall1Way64U01.nif
126008;CaveGLHallDetwist01 [STAT:0001EC38];Dungeons\Caves\Green\LargeHall\CaveGLHallDetwist01.nif
126009;CaveGLHallDetwist02 [STAT:0001EC39];Dungeons\Caves\Green\LargeHall\CaveGLHallDetwist02.nif
126010;CaveGHall1Way128Short01 [STAT:0001EC3A];Dungeons\Caves\Green\SmallHall\CaveGHall1Way128Short01.nif
126011;CaveGHall1Way128U01 [STAT:0001EC3B];Dungeons\Caves\Green\SmallHall\CaveGHall1Way128U01.nif
126012;CaveGHall1Way64D01 [STAT:0001EC3C];Dungeons\Caves\Green\SmallHall\CaveGHall1Way64D01.nif
126013;CaveGHall1Way64L01 [STAT:0001EC3D];Dungeons\Caves\Green\SmallHall\CaveGHall1Way64L01.nif
126014;CaveGHall1Way64R01 [STAT:0001EC3E];Dungeons\Caves\Green\SmallHall\CaveGHall1Way64R01.nif
126015;CaveGHall1Way64Short01 [STAT:0001EC3F];Dungeons\Caves\Green\SmallHall\CaveGHall1Way64Short01.nif
126016;CaveGHall1Way64U01 [STAT:0001EC40];Dungeons\Caves\Green\SmallHall\CaveGHall1Way64U01.nif
126017;CaveGHallDetwist01 [STAT:0001EC41];Dungeons\Caves\Green\SmallHall\CaveGHallDetwist01.nif
126018;CaveGHallDetwist02 [STAT:0001EC42];Dungeons\Caves\Green\SmallHall\CaveGHallDetwist02.nif
126019;CaveGHall1Way128D01 [STAT:0001EC43];Dungeons\Caves\Green\SmallHall\CaveGHall1Way128D01.nif
126020;CaveGHall1Way128L01 [STAT:0001EC44];Dungeons\Caves\Green\SmallHall\CaveGHall1Way128L01.nif
126021;CaveGHall1Way128R01 [STAT:0001EC45];Dungeons\Caves\Green\SmallHall\CaveGHall1Way128R01.nif
127488;FarmLumbermill01 [STAT:0001F200];Architecture\Farmhouse\Lumbermill01.nif
127516;FarmWallEntrance02 [STAT:0001F21C];Architecture\Farmhouse\FarmWallEntrance02.nif
127543;WalkwayCEnd01 [STAT:0001F237];Architecture\Farmhouse\Walkway\WalkwayCEnd01.nif
127560;CandleHornWall01 [STAT:0001F248];Clutter\Candles\CandleHornWall01.nif
127561;CandleHornFloor01 [STAT:0001F249];Clutter\Candles\CandleHornFloor01.nif
127562;CandleHornTable01 [STAT:0001F24A];Clutter\Candles\CandleHornTable01.nif
127580;1stPersonBasicKnife [STAT:0001F25C];Clutter\Dining Set\BasicKnife01.nif
127581;1stPersonBasicFork [STAT:0001F25D];Clutter\Dining Set\BasicFork01.nif
127675;NorHallBg1wayToCaveG01 [STAT:0001F2BB];Dungeons\Nordic\BgHalls\NorHallBg1wayToCaveG01.nif
128725;NorTempleExterior01 [STAT:0001F6D5];Dungeons\Nordic\Exterior\NorTempleExterior01.nif
132198;CaveGEWall01 [STAT:00020466];Dungeons\Caves\Green\Epic\CaveGEWall01.nif
132266;CaveGEWall04 [STAT:000204AA];Dungeons\Caves\Green\Epic\CaveGEWall04.nif
132267;CaveGEWall02 [STAT:000204AB];Dungeons\Caves\Green\Epic\CaveGEWall02.nif
132268;CaveGEWall03 [STAT:000204AC];Dungeons\Caves\Green\Epic\CaveGEWall03.nif
132424;RockPileM01 [STAT:00020548];Landscape\Rocks\RockPileM01.nif
132815;RockCliff02 [STAT:000206CF];Landscape\Rocks\RockCliff02.nif
